ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-008529,SaaS / Tech,billing,high,negative,SAML SSO broken after v3.4 update,SSO with Azure AD broken since 2026-02-09. Users hit error after authenticating.,2025-09-24,chat,2
TKT-008532,SaaS / Tech,billing,medium,neutral,Charged $758 for feature never activated,Invoice includes $758 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.,2025-08-26,web,24
TKT-008535,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"Good afternoon,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

I expect a quick resolution.",2026-01-13,mobile,8
TKT-008536,SaaS / Tech,technical,low,negative,Rate limiting triggering below threshold,"Hi,

Hitting 429 at 213 req/min — well below documented 1000 req/min limit.

Thanks,",2025-02-11,email,48
TKT-008543,SaaS / Tech,billing,low,negative,Still billed for 97 seats after downgrading to 48,"To whom it may concern,

We are Vanguard Tech. Downgraded from 97 to 48 seats on 2026-01-23. Latest invoice still shows 97 seats at $398/seat.

Best,",2025-04-02,web,168
TKT-008544,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 568 rows. Using official template exactly. 

Looking forward to your response.",2025-11-30,web,1
TKT-008546,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"I'm really frustrated because import fails at validation for CSVs over 570 rows. Using official template exactly. Please fix this as soon as possible.

Thanks,",2025-07-22,mobile,8
TKT-008548,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hey,

I can't believe that signed up for 14-day trial on 2026-01-25. $532 charge appeared on day 3. Never upgraded.",2026-02-11,web,1
TKT-008559,SaaS / Tech,technical,medium,neutral,Dashboard loading 62+ seconds,"Good afternoon,

Main analytics dashboard takes 55+ seconds since 2026-02-08. Team of 28 blocked.

Looking forward to your response.",2025-03-01,mobile,24
TKT-008561,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"Dear support team,

I'm really frustrated because import fails at validation for CSVs over 776 rows. Using official template exactly.

Regards,",2025-09-30,mobile,72
TKT-008562,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Hello,

I can't believe that every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-01.",2025-03-31,mobile,4
TKT-008565,SaaS / Tech,technical,medium,negative,Rate limiting triggering below threshold,"Dear support team,

I can't believe that hitting 429 at 121 req/min — well below documented 1000 req/min limit.

Looking forward to your response.",2025-06-22,email,24
TKT-008566,SaaS / Tech,billing,high,neutral,Still billed for 39 seats after downgrading to 19,"Hi there,

We are NovaFlow. Downgraded from 39 to 19 seats on 2026-01-17. Latest invoice still shows 39 seats at $320/seat.",2025-09-29,web,8
TKT-008572,SaaS / Tech,account,high,negative,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Ali Davis on 2026-02-10. No file, no update. Legal deadline approaching.

I expect a quick resolution.",2025-05-12,chat,48
TKT-008573,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Hello,

Invited Omar Jones to NovaFlow workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active. This is very urgent.",2025-04-23,web,12
TKT-008577,SaaS / Tech,technical,low,negative,OAuth token refresh returning 401,"Refresh requests return 401 even with valid tokens. Sessions expire every 19 minutes. This is very urgent.

Please help ASAP.",2025-08-30,web,168
TKT-008578,SaaS / Tech,account,medium,negative,Workspace transfer request stuck pending,"Hello,

I can't believe that requested workspace ownership transfer to Rachel Thompson on 2026-02-03. Still shows 'Pending Approval'. This has been going on for too long.",2025-03-14,chat,72
TKT-008585,SaaS / Tech,technical,medium,positive,REST API intermittent 500 errors,"To whom it may concern,

PrismData integration receiving HTTP 500 since 2026-02-10. Happens every 12 min. Request IDs: REF-38267, REF-30253.

I expect a quick resolution.",2026-02-09,web,72
TKT-008587,SaaS / Tech,billing,medium,negative,Charged $115 for feature never activated,"To whom it may concern,

Invoice includes $115 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.",2026-01-03,chat,72
TKT-008593,SaaS / Tech,technical,medium,negative,Search index not updating after record creation,"I can't believe that new records don't appear in search for up to 38 hours. Users creating duplicates.

Thank you,",2025-12-01,web,12
TKT-008594,SaaS / Tech,billing,high,negative,Charged $158 for feature never activated,"Dear support team,

I'm having a serious issue — invoice includes $158 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. 

Best,",2026-02-08,web,8
TKT-008595,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"I can't believe that hitting 429 at 264 req/min — well below documented 1000 req/min limit.

Looking forward to your response.",2025-07-29,mobile,4
TKT-008597,SaaS / Tech,account,high,neutral,Admin cannot assign custom roles,"Hi,

Workspace admin at CoreLogic Inc cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-04.",2025-12-03,mobile,12
TKT-008600,SaaS / Tech,account,medium,positive,Audit logs missing critical actions,"Hi,

Compliance team found permission changes missing from audit log.

Best,",2025-03-13,chat,48
TKT-008602,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi there,

Web changes take 2 hours to appear on mobile. Field team working with stale data. This is very urgent.

Thank you,",2025-03-30,mobile,4
TKT-008610,SaaS / Tech,account,medium,positive,SSO users have no password fallback,"Hi,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-04-11,mobile,96
TKT-008617,SaaS / Tech,technical,medium,negative,SAML SSO broken after v3.4 update,"Dear support team,

SSO with Google Workspace broken since 2026-02-10. Users hit error after authenticating.

I expect a quick resolution.",2025-04-18,email,8
TKT-008618,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

I'm having a serious issue — prismData account has 30% partner discount agreed with William Jones on 2025-12-25. Renewal invoice REF-57408 doesn't include it. 

Thanks,",2025-11-08,email,1
TKT-008624,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,"Hi,

SSO with Google Workspace broken since 2026-02-09. Users hit error after authenticating.",2025-05-14,web,8
TKT-008630,SaaS / Tech,billing,medium,positive,Partner discount missing from renewal,"Hi there,

Synapse IO account has 30% partner discount agreed with Emily Smith on 2026-02-07. Renewal invoice REF-17401 doesn't include it.",2025-08-26,mobile,24
TKT-008634,SaaS / Tech,billing,medium,negative,Proration charge on invoice makes no sense,"Hey,

I can't believe that invoice shows $48 proration charge but we haven't changed plans or seats in 4 months.

Thank you,",2025-08-09,mobile,24
TKT-008640,SaaS / Tech,account,high,neutral,Invited user gets Access Denied after accepting,"Hi there,

Invited Mohammed Williams to Zenith Digital workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

I expect a quick resolution.",2025-03-06,email,4
TKT-008641,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Webhook endpoint for order.created stopped on 2026-02-11. No outbound attempts in logs.

Looking forward to your response.",2026-02-10,mobile,4
TKT-008645,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"To whom it may concern,

This is unacceptable — switched to annual plan on 2026-01-15 for 20% discount. Still charged every 30 days. Account: ACC8321872.

I expect a quick resolution.",2025-04-23,chat,4
TKT-008646,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,SSO with Okta broken since 2026-02-11. Users hit error after authenticating. I am very frustrated.,2025-02-19,web,1
TKT-008652,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hi there,

Compliance team found login events missing from audit log.

I expect a quick resolution.",2025-11-17,web,24
TKT-008653,SaaS / Tech,account,medium,negative,Custom domain stuck Unverified after 72 hours,"Good morning,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 119 hours. DNS propagated.",2026-01-18,chat,24
TKT-008654,SaaS / Tech,billing,medium,neutral,Partner discount missing from renewal,"Good morning,

NexaTech account has 30% partner discount agreed with Sarah Nelson on 2026-01-20. Renewal invoice REF-94122 doesn't include it.",2025-06-29,mobile,8
TKT-008655,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"Good afternoon,

Invoice shows $63 proration charge but we haven't changed plans or seats in 5 months.

Regards,",2026-02-05,email,8
TKT-008656,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Dear support team,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-05-13,chat,8
TKT-008660,SaaS / Tech,account,high,neutral,API key rotation failed silently,"To whom it may concern,

Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.

I expect a quick resolution.",2025-04-08,mobile,8
TKT-008663,SaaS / Tech,billing,high,positive,Still billed for 73 seats after downgrading to 36,"Hey,

We are CoreLogic Inc. Downgraded from 73 to 36 seats on 2026-01-13. Latest invoice still shows 73 seats at $439/seat.

Looking forward to your response.",2025-06-20,email,4
TKT-008667,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hey,

Invoice shows $43 proration charge but we haven't changed plans or seats in 6 months.

Please help ASAP.",2025-07-13,web,8
TKT-008669,SaaS / Tech,technical,high,neutral,Mobile app data sync delay 2–6 hours,"Good morning,

Web changes take 4 hours to appear on mobile. Field team working with stale data.

Please help ASAP.",2025-08-15,mobile,1
TKT-008673,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hey,

I can't believe that hitting 429 at 375 req/min — well below documented 1000 req/min limit. 

I expect a quick resolution.",2025-04-09,chat,48
TKT-008675,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Good afternoon,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Best,",2025-11-17,mobile,24
TKT-008679,SaaS / Tech,billing,low,neutral,Credit card on file expired but no notification,"Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

I expect a quick resolution.",2025-06-27,email,120
TKT-008685,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Hi,

Payment failed on 2026-02-10. Updated and paid within 2 hours. Workspace still suspended 3 days later.

Looking forward to your response.",2026-01-27,web,8
TKT-008690,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"To whom it may concern,

Added DNS TXT on 2026-02-07. Still 'Pending Verification' after 98 hours. DNS propagated.

Thank you,",2025-12-11,mobile,24
TKT-008692,SaaS / Tech,account,high,positive,SCIM provisioning failing with 400,"Good afternoon,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

I expect a quick resolution.",2025-06-23,email,4
TKT-008694,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"I'm really frustrated because auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Best,",2026-01-13,chat,1
TKT-008696,SaaS / Tech,billing,low,positive,Workspace suspended despite payment,"Payment failed on 2026-02-07. Updated and paid within 4 hours. Workspace still suspended 4 days later.

Regards,",2026-01-12,web,72
TKT-008697,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"To whom it may concern,

Workspace admin at ClearPath Ltd cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08. 

Thanks,",2025-08-21,web,8
TKT-008701,SaaS / Tech,account,low,positive,Audit logs missing critical actions,"Hi,

Compliance team found file deletions missing from audit log.

Best,",2025-12-21,web,96
TKT-008706,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hi there,

Compliance team found file deletions missing from audit log.

Looking forward to your response.",2025-05-28,chat,96
TKT-008711,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Hello,

This is unacceptable — invited Jessica Brown to Meridian Labs workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-06-25,mobile,24
TKT-008714,SaaS / Tech,billing,low,negative,Credit card on file expired but no notification,"Hello,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. I need this resolved immediately.

Thanks,",2025-11-23,email,72
TKT-008715,SaaS / Tech,technical,low,negative,Mobile app data sync delay 2–6 hours,"I'm really frustrated because web changes take 3 hours to appear on mobile. Field team working with stale data. Please fix this as soon as possible.

Regards,",2026-01-20,chat,24
TKT-008718,SaaS / Tech,account,low,negative,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-08, 49 users locked out. Setup flow errors after QR scan. Please fix this as soon as possible.

Please help ASAP.",2025-05-16,web,48
